-1.434583216905593872e-01,-1.644559949636459351e-01
-1.917014420032501221e-01,-1.741142757236957550e-02
-1.024948805570602417e-01,9.203888475894927979e-02
-1.347137689590454102e-01,1.883455663919448853e-01
-2.172301560640335083e-01,1.240102127194404602e-01
-1.267141401767730713e-01,1.538409441709518433e-01
-2.741670906543731689e-01,1.748780310153961182e-01
-9.765846282243728638e-02,8.230768144130706787e-02
-1.522963047027587891e-01,-2.289238572120666504e-01
-1.190577596426010132e-01,-2.332617491483688354e-01
-9.334466606378555298e-02,-3.572416305541992188e-02
-8.814344555139541626e-02,-1.821360439062118530e-01
-1.565267294645309448e-01,-1.234744787216186523e-01
-1.448873877525329590e-01,3.311318159103393555e-02
-1.179407984018325806e-01,6.466557830572128296e-02
-2.403673231601715088e-01,-1.264037787914276123e-01
-2.874284088611602783e-01,4.450857639312744141e-02
-2.110822200775146484e-01,1.480340063571929932e-01
-1.270632594823837280e-01,1.043076906353235245e-02
-1.750865429639816284e-01,8.500162512063980103e-02
-1.173359826207160950e-01,1.241420768201351166e-02
-5.865094810724258423e-02,-1.999396085739135742e-01
-2.273019254207611084e-01,1.388498991727828979e-01
-2.220607399940490723e-01,2.837223745882511139e-02
-2.037584632635116577e-01,1.163404583930969238e-01
-2.286337614059448242e-01,-6.744877994060516357e-02
-1.464342623949050903e-01,1.788695454597473145e-01
-1.687233448028564453e-01,2.684361860156059265e-02
-1.930016428232192993e-01,1.094023697078227997e-02
-2.761130034923553467e-01,-1.587980985641479492e-01
-2.599118947982788086e-01,-3.705973178148269653e-02
-2.445237636566162109e-01,8.979672938585281372e-02
-2.094466835260391235e-01,1.401108056306838989e-01
-2.291244864463806152e-01,-2.992754578590393066e-01
-6.867899745702743530e-02,-1.944388300180435181e-01
-1.315561681985855103e-01,1.313968300819396973e-01
-2.115102112293243408e-01,2.560410462319850922e-02
-3.022621572017669678e-01,2.093458175659179688e-01
-2.243472933769226074e-01,1.694130897521972656e-01
-3.196791112422943115e-01,1.935264617204666138e-01
-2.656923532485961914e-01,-2.068004310131072998e-01
-2.637833952903747559e-01,1.601277589797973633e-01
-2.023369818925857544e-01,-2.978374958038330078e-01
-2.491793483495712280e-01,-1.577645353972911835e-02
-2.625701129436492920e-01,5.252176523208618164e-02
-3.340067565441131592e-01,1.727735996246337891e-01
-2.416702061891555786e-01,-1.613141410052776337e-02
-2.850265204906463623e-01,-2.874186336994171143e-01
-3.431924581527709961e-01,1.336942017078399658e-01
-2.387418746948242188e-01,-1.516093760728836060e-01
-1.080361083149909973e-01,8.840256184339523315e-02
-5.772984027862548828e-02,-1.847705543041229248e-01
-1.547731459140777588e-01,-2.048685699701309204e-01
-2.955898344516754150e-01,1.706020385026931763e-01
-1.905969828367233276e-01,2.026060596108436584e-02
-6.436381489038467407e-02,-3.084454238414764404e-01
-1.576831936836242676e-01,-2.683641202747821808e-02
-1.509671658277511597e-01,1.276466436684131622e-02
-2.308828383684158325e-01,6.144013255834579468e-02
-1.073674485087394714e-01,1.100791469216346741e-01
-2.868282198905944824e-01,-3.033782243728637695e-01
-1.549835652112960815e-01,-1.486111618578433990e-02
-1.492621451616287231e-01,3.438447415828704834e-02
-1.090233772993087769e-01,-3.143242895603179932e-01
-2.943574488162994385e-01,-2.998848557472229004e-01
-8.103193342685699463e-02,-1.125332489609718323e-01
-1.238105520606040955e-01,-2.382401004433631897e-02
-2.497055083513259888e-01,4.080133046954870224e-03
-1.886434704065322876e-01,-5.132166147232055664e-01
-3.172774016857147217e-01,1.306404322385787964e-01
-1.790463477373123169e-01,1.732604652643203735e-01
-2.110498845577239990e-01,-2.036650925874710083e-01
-6.522061675786972046e-02,-1.558949612081050873e-02
-2.613826394081115723e-01,2.181943506002426147e-01
-1.670086532831192017e-01,-2.082994729280471802e-01
-1.919257342815399170e-01,-5.997975915670394897e-02
-1.562502533197402954e-01,1.779707521200180054e-02
-2.582976520061492920e-01,1.417340785264968872e-01
-1.130090430378913879e-01,-1.551967114210128784e-01
-2.616952061653137207e-01,-9.498153626918792725e-02
